ID,data_publicacao,diretoria,numero_revista,codigo,titulo,numero,data_deposito,data_prioridade,cod_prioridade,classif_internacion,classif_nacion,titulo_inid,titular_nome,titular_uf,titular_pais,inventor_nome,titular_1,titular_parceiros1,titular_parceiros2,titular_abv,titular_uf1,titular_uf2,classif_nac1,classif_nac2,classif_nac3,classif_internac1,classif_internac2,classif_internac3,inventor_1,inventor_outros
ID07177,05/01/2021,Patente,2609,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013547-6,28/06/2019,,,A01K 5/00; A01K 5/02,A01K 5/004; A01K 5/0258,SISTEMA DE ALIMENTAÇÃO MÓVEL PARA ANIMAIS CONFINADOS,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,RS,BR,CASSIANO PINZON; FERNANDO MOGNON; CHARLES MAICON FITLER; GABRIELA TONIN BISOLO; DOUGLAS DE BARROS; AMAURI LOPES; CÍCERO MADALOZZO SALVADORI; PEDRO HENRIQUE BENEDETI; GABRIEL DEBARBA BARONI; WILLIAM AVILA FERREIRA OLIVEIRA; LELIO FRITSCH FILHO; CAROLINE SCHUMANN; DANIEL SEBBEN GIONGO; FRANCIELE RODRIGUES RIBAS; LUCAS EDUARDO NASCIMENTO DA SILVA; KELLY SUBTIL DA ROSA; DIOGO PIETA FROSI; RODRIGO OTAVIO DE OLIVEIRA; LUIZ CARLOS FERRON JUNIOR; GIOVANNI CORBARI GASPARINI,INSTITUTO FEDERAL SUL-RIO-GRANDENSE,,,IFSUL,RS,,A01K 5/004,A01K 5/0258,,A01K 5/00,A01K 5/02,,CASSIANO PINZON,FERNANDO MOGNON; CHARLES MAICON FITLER; GABRIELA TONIN BISOLO; DOUGLAS DE BARROS; AMAURI LOPES; CÍCERO MADALOZZO SALVADORI; PEDRO HENRIQUE BENEDETI; GABRIEL DEBARBA BARONI; WILLIAM AVILA FERREIRA OLIVEIRA; LELIO FRITSCH FILHO; CAROLINE SCHUMANN; DANIEL SEBBEN GIONGO; FRANCIELE RODRIGUES RIBAS; LUCAS EDUARDO NASCIMENTO DA SILVA; KELLY SUBTIL DA ROSA; DIOGO PIETA FROSI; RODRIGO OTAVIO DE OLIVEIRA; LUIZ CARLOS FERRON JUNIOR; GIOVANNI CORBARI GASPARINI
ID07215,05/01/2021,Patente,2609,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 13 2017 028144-1,26/12/2017,,,C12N 15/30; G01N 33/53; A61P 33/02,,"PROTEÍNA RECOMBINANTE, KIT PARA DIAGNÓSTICO DA LEISHMANIOSE VISCERAL HUMANA E CANINA, COMPOSIÇÃO VACINAL CONTRA LEISHMANIOSE E USOS",UNIVERSIDADE FEDERAL DE MINAS GERAIS; FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,MG; MG,BR; BR,RICARDO TOSHIO FUJIWARA; DANIELLA CASTANHEIRA BARTHOLOMEU; WILLIANE FERNANDA SIQUEIRA; MARIANA SANTOS CARDOSO; LILIAN LACERDA BUENO; LUCAS DE CARVALHO DHOM LEMOS; JOÃO LUÍS REIS CUNHA; TIAGO ANTÔNIO DE OLIVEIRA MENDES; FRANCISCO PEREIRA LOBO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,FUNDAÇÃO DE AMPARO À PESQUISA DO ESTADO DE MINAS GERAIS,,UFMG,MG,MG,,,,C12N 15/30,G01N 33/53,A61P 33/02,RICARDO TOSHIO FUJIWARA,DANIELLA CASTANHEIRA BARTHOLOMEU; WILLIANE FERNANDA SIQUEIRA; MARIANA SANTOS CARDOSO; LILIAN LACERDA BUENO; LUCAS DE CARVALHO DHOM LEMOS; JOÃO LUÍS REIS CUNHA; TIAGO ANTÔNIO DE OLIVEIRA MENDES; FRANCISCO PEREIRA LOBO
ID07230,05/01/2021,Patente,2609,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2019 013142-5,25/06/2019,,,F16K 27/04; F16K 3/00,F16K 27/04; F16K 3/00,VÁLVULA DE CONTROLE COM COMANDO DESLIZANTE,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO; UNIVERSIDADE ESTADUAL DE CAMPINAS",MT; SP,BR; BR,LUIZ SOUZA COSTA FILHO; JOSÉ GILBERTO DALFRÉ FILHO; PAULO VATAVUK,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE MATO GROSSO",UNIVERSIDADE ESTADUAL DE CAMPINAS,,IFMT,MT,SP,F16K 27/04,F16K 3/00,,F16K 27/04,F16K 3/00,,LUIZ SOUZA COSTA FILHO,JOSÉ GILBERTO DALFRÉ FILHO; PAULO VATAVUK
ID07234,05/01/2021,Patente,2609,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2019 013205-7,25/06/2019,,,A47J 43/28,A47J 43/28,COLHER TÉRMICA PARA SORVETE E OUTROS ALIMENTOS,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA; UNIVERSIDADE FEDERAL DA PARAÍBA - UFPB; FACULDADE UNINASSAU",PB; PB; PB,BR; BR; BR,CARLOS CHRISTIANO LIMA DOS SANTOS; LEANDRO SANTOS DA SILVA; ANASTÁCIA CAROLINA SILVA DO NASCIMENTO; TÂNIA MARIA DE ANDRADE; KARINA KARLA PACHECO PORPINO RIMAR; TARCISIO OLIVEIRA TRAJANO; POLIANA SOUSA EPAMINONDAS LIMA; MARIA SORAYA PEREIRA FRANCO ADRIANO; JEFFERSON MAUL DE ANDRADE; NIEREMBERG JOSÉ PEREIRA DE LYRA RAMOS; DAWY KEYSON DE ARAÚJO ALMEIDA,"INSTITUTO FEDERAL DE EDUCACAO, CIENCIA E TECNOLOGIA DA PARAIBA",UNIVERSIDADE FEDERAL DA PARAÍBA - UFPB,FACULDADE UNINASSAU,IFPB,PB,PB; PB,A47J 43/28,,,A47J 43/28,,,CARLOS CHRISTIANO LIMA DOS SANTOS,LEANDRO SANTOS DA SILVA; ANASTÁCIA CAROLINA SILVA DO NASCIMENTO; TÂNIA MARIA DE ANDRADE; KARINA KARLA PACHECO PORPINO RIMAR; TARCISIO OLIVEIRA TRAJANO; POLIANA SOUSA EPAMINONDAS LIMA; MARIA SORAYA PEREIRA FRANCO ADRIANO; JEFFERSON MAUL DE ANDRADE; NIEREMBERG JOSÉ PEREIRA DE LYRA RAMOS; DAWY KEYSON DE ARAÚJO ALMEIDA
ID07238,05/01/2021,Patente,2609,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 20 2019 013240-5,26/06/2019,,,A61G 5/14,A61G 5/14,TRANSPORTADOR AUTOMÁTICO DE AUXÍLIO A IMERSÃO DE PACIENTES EM TRATAMENTO FISIOTERAPÊUTICO EM PISCINAS FECHADAS,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",BA,BR,JOSÉ MÁRIO ARAÚJO; ELANE SANTOS SOUZA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DA BAHIA - IFBA",,,IFBA,BA,,A61G 5/14,,,A61G 5/14,,,JOSÉ MÁRIO ARAÚJO,ELANE SANTOS SOUZA
ID07254,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2014 011368-1,12/05/2014,,,G01N 1/10; B01L 3/00; B65D 1/16; B65D 23/12,,PROCESSO E DISPOSITIVO PARA COLETA DE EXTRATO AQUOSO DE MATERIAL BOTÂNICO,UNIVERSIDADE FEDERAL DE LAVRAS; FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,MG; MG,BR; BR,ITAMAR FERREIRA DE SOUZA; MARCUS VINÍCIUS PRADO ALVES,UNIVERSIDADE FEDERAL DE LAVRAS,FUNDAÇÃO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS - FAPEMIG,,UFLA,MG,MG,,,,G01N 1/10,B01L 3/00,B65D 1/16; B65D 23/12,ITAMAR FERREIRA DE SOUZA,MARCUS VINÍCIUS PRADO ALVES
ID07259,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013701-0,02/07/2019,,,A61L 26/00,A61L 26/0023; A61L 26/0047,FILME COMPÓSITO POLIMÉRICO COM CRISTAL COMPLEXADO DE AMINOÁCIDO E PROCESSO DE OBTENÇÃO,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,MA,BR,LEONARDO SOBREIRA RODRIGUES; ANA ANGÉLICA MATHIAS MACÊDO; ADENILSON OLIVEIRA DOS SANTOS,INSTITUTO FEDERAL DE EDUCAÇÃO CIÊNCIA E TECNOLOGIA DO MARANHÃO,,,IFMA,MA,,A61L 26/0023,A61L 26/0047,,A61L 26/00,,,LEONARDO SOBREIRA RODRIGUES,ANA ANGÉLICA MATHIAS MACÊDO; ADENILSON OLIVEIRA DOS SANTOS
ID07260,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013703-7,02/07/2019,,,C12N 1/19; C12N 15/31; C12N 15/63; C12N 15/81; C12P 7/08,,"PROCESSO DE MODIFICAÇÃO GENÉTICA DE LEVEDURAS SACCHAROMYCES INDUSTRIAIS COM TRANSPORTADORES DE SACAROSE MUTANTES, E SEU USO EM PROCESSOS FERMENTATIVOS COM SACAROSE OU MISTURAS DE SACAROSE COM GLICOSE OU OUTROS MONOSACARÌDEOS","Universidade Federal de Santa Catarina; CERRADINHO AÇÚCAR, ETANOL E ENERGIA S.A.",SC; GO,BR; BR,WALTER DI MASTROGIROLAMO; LUCIANO SANCHES FERNANDES; BORIS JUAN CARLOS UGARTE STAMBUK; DEBORA TRICHEZ; GABRIELA MULLER; AUGUSTO BUCKER; DANIELLA HELENA HOCK; JULIETA BARBOSA MONTEIRO; MARÍLIA MARQUES KNYCHALA; MYLENA FERNANDES; VICTOR RIBEIRO DE GODOY; ANDRÉA SANCHES FERNANDES; TÚLIO SOUBHIA RIBEIRO; RAFAEL QUEIROZ; SIDMARA CRISTINA CARVALHO SILVA; MARLENE APARECIDA DEMENIS BAPTISTELLA,Universidade Federal de Santa Catarina,"CERRADINHO AÇÚCAR, ETANOL E ENERGIA S.A.",,UFSC,SC,GO,,,,C12N 1/19,C12N 15/31,C12N 15/63; C12N 15/81; C12P 7/08,WALTER DI MASTROGIROLAMO,LUCIANO SANCHES FERNANDES; BORIS JUAN CARLOS UGARTE STAMBUK; DEBORA TRICHEZ; GABRIELA MULLER; AUGUSTO BUCKER; DANIELLA HELENA HOCK; JULIETA BARBOSA MONTEIRO; MARÍLIA MARQUES KNYCHALA; MYLENA FERNANDES; VICTOR RIBEIRO DE GODOY; ANDRÉA SANCHES FERNANDES; TÚLIO SOUBHIA RIBEIRO; RAFAEL QUEIROZ; SIDMARA CRISTINA CARVALHO SILVA; MARLENE APARECIDA DEMENIS BAPTISTELLA
ID07263,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013739-8,02/07/2019,,,F01D 11/00; F01D 25/16; F03B 13/06,,DISPOSITIVO DE ENSAIO DO LABIRINTO E SISTEMA PARA SIMULAÇÃO DO COMPORTAMENTO DE LABIRINTOS DE TURBINAS,UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG,BR,CARLOS BARREIRA MARTINEZ; ANA LETICIA PILZ DE CASTRO; STENIO AUGUSTO DE SOUZA COELHO; EDNA MARIA VIANA; MILA CORRÊA SAMPAIO,UNIVERSIDADE FEDERAL DE MINAS GERAIS,,,UFMG,MG,,,,,F01D 11/00,F01D 25/16,F03B 13/06,CARLOS BARREIRA MARTINEZ,ANA LETICIA PILZ DE CASTRO; STENIO AUGUSTO DE SOUZA COELHO; EDNA MARIA VIANA; MILA CORRÊA SAMPAIO
ID07265,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013745-2,02/07/2019,,,G01R 22/06,,DISPOSITIVO DE DETECÇÃO DE FALTA DE NEUTRO EM MEDIÇÃO NA BAIXA TENSÃO,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,MT,BR,RAUL VITOR ARANTES MONTEIRO; FABRICIO PARRA SANTILIO; ARNULFO BARROSO DE VASCONCELLOS; NICOLÁS EUSEBIO CORTEZ LEDESMA; RODOLFO QUADROS,FUNDAÇÃO UNIVERSIDADE FEDERAL DE MATO GROSSO,,,UFMT,MT,,,,,G01R 22/06,,,RAUL VITOR ARANTES MONTEIRO,FABRICIO PARRA SANTILIO; ARNULFO BARROSO DE VASCONCELLOS; NICOLÁS EUSEBIO CORTEZ LEDESMA; RODOLFO QUADROS
ID07270,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013755-0,03/07/2019,,,A61K 35/407; A61P 27/02; A61K 38/17; A61K 31/435,A61K 35/407; A61P 27/02; A61K 38/17; A61K 31/435,BIOFÁRMACO PARA NEUROPROTEÇÃO E REGENERAÇÃO AXONAL EM DOENÇAS ÓPTICAS DEGENERATIVAS,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,RJ,BR,HILDA PETRS SILVA; GABRIEL NASCIMENTO DOS SANTOS; ANTONIO GALINA FILHO; EDUARDO DE SOUZA FERREIRA; RAFAEL LINDEN,UNIVERSIDADE FEDERAL DO RIO DE JANEIRO,,,UFRJ,RJ,,A61K 35/407,A61P 27/02,A61K 38/17; A61K 31/435,A61K 35/407,A61P 27/02,A61K 38/17; A61K 31/435,HILDA PETRS SILVA,GABRIEL NASCIMENTO DOS SANTOS; ANTONIO GALINA FILHO; EDUARDO DE SOUZA FERREIRA; RAFAEL LINDEN
ID07276,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013793-2,03/07/2019,,,A61K 8/37; A61K 8/92; A61Q 17/02,A61K 8/375; A61K 8/922; A61Q 17/02,BUTILACETILAMINOPROPIONATO DE ETILA ENCAPSULADO EM NANOEMULSÕES PARA USO COMO REPELENTE TÓPICO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ; UNIVERSIDADE FEDERAL DO CEARÁ",CE; CE,BR; BR,LOUHANA MOREIRA REBOUÇAS; THIAGO MOREIRA MELO; JÚLIO CÉSAR RABELO MESQUITA FILHO; EMÍLIA MARIA ALVES SANTOS; NÁGILA MARIA PONTES SILVA RICARDO; CAROLINE DE GOES SAMPAIO; MARIA DO SOCORRO PINHEIRO DA SILVA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO CEARÁ",UNIVERSIDADE FEDERAL DO CEARÁ,,IFCE,CE,CE,A61K 8/375,A61K 8/922,A61Q 17/02,A61K 8/37,A61K 8/92,A61Q 17/02,LOUHANA MOREIRA REBOUÇAS,THIAGO MOREIRA MELO; JÚLIO CÉSAR RABELO MESQUITA FILHO; EMÍLIA MARIA ALVES SANTOS; NÁGILA MARIA PONTES SILVA RICARDO; CAROLINE DE GOES SAMPAIO; MARIA DO SOCORRO PINHEIRO DA SILVA
ID07278,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013811-4,03/07/2019,,,B65D 65/46; C08L 67/04; C08K 3/02,B65D 65/466; C08L 67/04; C08K 2003/023,NANOCOMPÓSITO POLIMÉRICO PARA EMBALAGENS DE ALIMENTOS,UNIVERSIDADE FEDERAL DE PERNAMBUCO,PE,BR,SEVERINO ALVES JUNIOR; GLÓRIA MARIA VINHAS; MARCOS VINÍCIUS DA SILVA PAULA; IVO DIEGO DE LIMA SILVA; ROBERTA CLÁUDIA SANTOS NEVES; LEANDRO ARAÚJO DE AZEVEDO,UNIVERSIDADE FEDERAL DE PERNAMBUCO,,,UFPE,PE,,B65D 65/466,C08L 67/04,C08K 2003/023,B65D 65/46,C08L 67/04,C08K 3/02,SEVERINO ALVES JUNIOR,GLÓRIA MARIA VINHAS; MARCOS VINÍCIUS DA SILVA PAULA; IVO DIEGO DE LIMA SILVA; ROBERTA CLÁUDIA SANTOS NEVES; LEANDRO ARAÚJO DE AZEVEDO
ID07279,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013827-0,03/07/2019,,,B01D 15/00; B01J 20/24; B82Y 30/00,,"NANOPARTÍCULAS METÁLICAS SUPORTADAS, PROCESSO E USO",CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS; FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC; UNIVERSIDADE FEDERAL DE MINAS GERAIS,MG; SP; MG,BR; BR; BR,WALACE DOTI DO PIM; FERNANDA GOMES DE MENDONÇA; RAQUEL VIEIRA MAMBRINI; GUSTAVO MORARI DO NASCIMENTO; HUMBERTO OSÓRIO STUMPF,CENTRO FEDERAL DE EDUCAÇÃO TECNOLÓGICA DE MINAS GERAIS,FUNDAÇÃO UNIVERSIDADE FEDERAL DO ABC,UNIVERSIDADE FEDERAL DE MINAS GERAIS,CEFET-MG,MG,SP; MG,,,,B01D 15/00,B01J 20/24,B82Y 30/00,WALACE DOTI DO PIM,FERNANDA GOMES DE MENDONÇA; RAQUEL VIEIRA MAMBRINI; GUSTAVO MORARI DO NASCIMENTO; HUMBERTO OSÓRIO STUMPF
ID07282,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013856-4,04/07/2019,,,A61K 8/92; A61K 8/37; A61Q 5/00; A61Q 19/00,A61K 8/922; A61K 8/925; A61K 8/37; A61Q 5/00; A61Q 19/00,COMPOSIÇÃO LIPÍDICA SÓLIDA PARA PRODUÇÃO DE CARREADOR LIPIDICO NANOESTRUTURADO,UNIVERSIDADE FEDERAL DO CEARÁ,CE,BR,NÁGILA MARIA PONTES SILVA RICARDO; TAMARA GONÇALVES DE ARAÚJO; BIANCA OLIVEIRA LOUCHARD,UNIVERSIDADE FEDERAL DO CEARÁ,,,UFC,CE,,A61K 8/922,A61K 8/925,A61K 8/37; A61Q 5/00; A61Q 19/00,A61K 8/92,A61K 8/37,A61Q 5/00; A61Q 19/00,NÁGILA MARIA PONTES SILVA RICARDO,TAMARA GONÇALVES DE ARAÚJO; BIANCA OLIVEIRA LOUCHARD
ID07285,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013902-1,04/07/2019,,,C08F 290/00; C08F 290/08; C08F 290/10; A61L 15/28; A61L 15/42; C08L 5/08; C08G 18/42,C08F 290/00; C08F 290/08; C08F 290/10; A61L 15/28; A61L 15/425; C08L 5/08; C08J 2305/08; C08G 18/42,PROCESSO DE PRODUÇÃO DE ESPONJAS PARA CARREAMENTO DE FÁRMACOS E ABSORÇÃO DE FLUIDOS E ESPONJAS ASSIM PRODUZIDAS,INSTITUTO NACIONAL DE TECNOLOGIA; UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO; PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC-RIO,RJ; RJ; RJ,BR; BR; BR,ROBERTA HELENA MENDONÇA; TALITA GOULART DA SILVA; VERONICA MARIA DOS SANTOS TEIXEIRA; CRISTIANE EVELISE RIBEIRO DA SILVA; MAURÍCIO DE JESUS MONTEIRO; CLAUDIO TEODORO DOS SANTOS; ERIKA DA SILVA SALES; SONIA LETICHEVSKY,INSTITUTO NACIONAL DE TECNOLOGIA,UNIVERSIDADE FEDERAL RURAL DO RIO DE JANEIRO,PONTIFÍCIA UNIVERSIDADE CATÓLICA DO RIO DE JANEIRO - PUC-RIO,,RJ,RJ; RJ,C08F 290/00,C08F 290/08,C08F 290/10; A61L 15/28; A61L 15/425; C08L 5/08; C08J 2305/08; C08G 18/42,C08F 290/00,C08F 290/08,C08F 290/10; A61L 15/28; A61L 15/42; C08L 5/08; C08G 18/42,ROBERTA HELENA MENDONÇA,TALITA GOULART DA SILVA; VERONICA MARIA DOS SANTOS TEIXEIRA; CRISTIANE EVELISE RIBEIRO DA SILVA; MAURÍCIO DE JESUS MONTEIRO; CLAUDIO TEODORO DOS SANTOS; ERIKA DA SILVA SALES; SONIA LETICHEVSKY
ID07289,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 013934-0,04/07/2019,,,A61K 36/889; A61K 131/00; C02F 1/00,,PROCESSO DE OBTENÇÃO DE PEROXIDASE VEGETAL SIMILAR HRP A PARTIR DOS FRUTOS INÓSPITOS DE PUPUNHEIRA (BACTRIS GASIPAES KUNTH),UNIVERSIDADE FEDERAL DO PARÁ,PA,BR,ALBERDAN SILVA SANTOS; JOÃO DA SILVA CARNEIRO; HELLEN KEMPFER PHILIPPSEN,UNIVERSIDADE FEDERAL DO PARÁ,,,UFPA,PA,,,,,A61K 36/889,A61K 131/00,C02F 1/00,ALBERDAN SILVA SANTOS,JOÃO DA SILVA CARNEIRO; HELLEN KEMPFER PHILIPPSEN
ID07294,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014241-3,10/07/2019,,,B32B 23/02; B82B 1/00,B32B 23/02; B32B 2317/18; B32B 2264/065; C08J 2301/02; B82B 1/00,OBTENÇÃO DE NANOCELULOSE DE PAINA (CHORISIA SPECIOSA) PARA USO COMO REFORÇO EM MATERIAIS DIVERSOS,UNIVERSIDADE FEDERAL DO PARANA; UNIVERSIDAD DE GUADALAJARA,PR,BR; MX,MARCIA REGINA LEAL; THAIS HELENA SYDENSTRICKER FLORES-SAHAGUN; TALITA SZLAPAK FRANCO; ROSA MARÍA JIMÉNEZ AMEZCUA; MARÍA GUADALUPE LOMELÍ RAMÍREZ; GRACIELA INES BOLZON DE MUNIZ; ALAN SULATO DE ANDRADE,UNIVERSIDADE FEDERAL DO PARANA,UNIVERSIDAD DE GUADALAJARA,,UFPR,PR,,B32B 23/02,B32B 2317/18,B32B 2264/065; C08J 2301/02; B82B 1/00,B32B 23/02,B82B 1/00,,MARCIA REGINA LEAL,THAIS HELENA SYDENSTRICKER FLORES-SAHAGUN; TALITA SZLAPAK FRANCO; ROSA MARÍA JIMÉNEZ AMEZCUA; MARÍA GUADALUPE LOMELÍ RAMÍREZ; GRACIELA INES BOLZON DE MUNIZ; ALAN SULATO DE ANDRADE
ID07295,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014288-0,10/07/2019,,,C08L 67/04; C08L 67/02; C08L 67/00; C08J 3/05; C08J 3/24; B29B 9/12; B29B 9/00; B29C 48/00,C08L 67/04; C08L 67/02; C08L 67/00; C08J 3/05; C08J 3/24; B29B 9/12; B29B 9/00; B29C 48/00,COMPÓSITO BIODEGRADÁVEL UTILIZANDO BAGAÇO DE LARANJA E SEUS PROCESSOS DE FABRICAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",RJ,BR,LUAN VIEIRA BRITO DE CAMPOS; JOSÉ PAULO CORDEIRO CAMPOS; LUCAS CORRÊA BATISTA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,IFRJ,RJ,,C08L 67/04,C08L 67/02,C08L 67/00; C08J 3/05; C08J 3/24; B29B 9/12; B29B 9/00; B29C 48/00,C08L 67/04,C08L 67/02,C08L 67/00; C08J 3/05; C08J 3/24; B29B 9/12; B29B 9/00; B29C 48/00,LUAN VIEIRA BRITO DE CAMPOS,JOSÉ PAULO CORDEIRO CAMPOS; LUCAS CORRÊA BATISTA
ID07296,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014296-0,10/07/2019,,,C08J 3/20; C08J 11/04; C08K 5/10; C08L 97/00; C08B 1/00,,COMPÓSITO BIODEGRADÁVEL UTILIZANDO BAGAÇO DE MALTE DE CERVEJA E SEUS PROCESSOS DE FABRICAÇÃO,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",RJ,BR,LUAN VIEIRA BRITO DE CAMPOS; JOSÉ PAULO CORDEIRO CAMPOS; LUCAS CORRÊA BATISTA,"INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DO RIO DE JANEIRO",,,IFRJ,RJ,,,,,C08J 3/20,C08J 11/04,C08K 5/10; C08L 97/00; C08B 1/00,LUAN VIEIRA BRITO DE CAMPOS,JOSÉ PAULO CORDEIRO CAMPOS; LUCAS CORRÊA BATISTA
ID07297,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014352-5,11/07/2019,,,C08L 75/04; C08L 65/02,C08L 75/04; C08L 2205/04; C08L 65/02; C08K 2201/001; C08L 2203/20,REDE POLIMÉRICA INTERPENETRANTE DE ELASTÔMEROS DE POLIURETANO E POLI(3-METILTIOFENO) E RESPECTIVO MÉTODO DE CONFECÇÃO,UNIVERSIDADE FEDERAL DO PARANA,PR,BR,LUIZ FERNANDO SOUZA; SÔNIA FARIA ZAWADZKI,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,C08L 75/04,C08L 2205/04,C08L 65/02; C08K 2201/001; C08L 2203/20,C08L 75/04,C08L 65/02,,LUIZ FERNANDO SOUZA,SÔNIA FARIA ZAWADZKI
ID07298,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014444-0,12/07/2019,,,C05G 3/00; C05D 1/00; C05F 9/00,C05G 3/00; C05D 1/00; C05F 9/00; C05G 3/0058; C05G 3/0047; C05G 3/0029,"SÍNTESE POR ATIVAÇÃO MECANOQUÍMICA DE HIDROGENO FOSFATO DE CÁLCIO E POTÁSSIO, FOSFATO DE CÁLCIO E POTÁSSIO E HIDROXIAPATITA A PARTIR DE CASCAS DE OVOS (CALCITA) E MONOHIDROGENO FOSFATO DE POTÁSSIO",UNIVERSIDADE FEDERAL DO PARANA,PR,BR,FERNANDO WYPYCH; ROGER BORGES,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,C05G 3/00,C05D 1/00,C05F 9/00; C05G 3/0058; C05G 3/0047; C05G 3/0029,C05G 3/00,C05D 1/00,C05F 9/00,FERNANDO WYPYCH,ROGER BORGES
ID07299,12/01/2021,Patente,2610,3.1,Publicação do Pedido de Patente ou de Certificado de Adição de Invenção,BR 10 2019 014487-4,12/07/2019,,,B62K 3/00,,MECANISMO PEDAL MAIS ROTAÇÃO PARA BICICLETA,UNIVERSIDADE FEDERAL DO PARANA,PR,BR,MAURO GOMES RODBARD,UNIVERSIDADE FEDERAL DO PARANA,,,UFPR,PR,,,,,B62K 3/00,,,MAURO GOMES RODBARD,
